Image Path,Loss,Label
./dogs-vs-cats-redux-kernels-edition/train\dog.4507.jpg,2.3454477787017822,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8828.jpg,2.3389015197753906,0
./dogs-vs-cats-redux-kernels-edition/train\dog.8171.jpg,2.3316285610198975,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5251.jpg,2.303234100341797,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11167.jpg,2.303187608718872,1
./dogs-vs-cats-redux-kernels-edition/train\cat.5616.jpg,2.2997243404388428,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9836.jpg,2.2875583171844482,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10155.jpg,2.2854037284851074,1
./dogs-vs-cats-redux-kernels-edition/train\cat.1267.jpg,2.277026653289795,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3753.jpg,2.2735891342163086,0
./dogs-vs-cats-redux-kernels-edition/train\cat.4360.jpg,2.272165060043335,0
./dogs-vs-cats-redux-kernels-edition/train\cat.7276.jpg,2.270503044128418,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5820.jpg,2.2642178535461426,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2415.jpg,2.2558491230010986,0
./dogs-vs-cats-redux-kernels-edition/train\dog.5767.jpg,2.252716541290283,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9733.jpg,2.2132723331451416,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2085.jpg,2.1869282722473145,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2938.jpg,2.184772491455078,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3920.jpg,2.159905433654785,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7042.jpg,2.158400297164917,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5529.jpg,2.1404926776885986,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3322.jpg,2.126394748687744,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6364.jpg,2.1230928897857666,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3057.jpg,2.1219475269317627,0
./dogs-vs-cats-redux-kernels-edition/train\dog.8800.jpg,2.108684539794922,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9512.jpg,2.1083426475524902,0
./dogs-vs-cats-redux-kernels-edition/train\cat.12204.jpg,2.081817626953125,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5577.jpg,2.0504209995269775,0
./dogs-vs-cats-redux-kernels-edition/train\cat.12189.jpg,2.049757480621338,0
./dogs-vs-cats-redux-kernels-edition/train\dog.767.jpg,2.0000476837158203,1
./dogs-vs-cats-redux-kernels-edition/train\dog.10239.jpg,1.999268651008606,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1796.jpg,1.9852606058120728,1
./dogs-vs-cats-redux-kernels-edition/train\cat.121.jpg,1.977604866027832,0
./dogs-vs-cats-redux-kernels-edition/train\dog.12004.jpg,1.9720150232315063,1
./dogs-vs-cats-redux-kernels-edition/train\cat.599.jpg,1.969212532043457,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1361.jpg,1.9654152393341064,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10900.jpg,1.9624040126800537,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11186.jpg,1.9462668895721436,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11541.jpg,1.9308414459228516,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9142.jpg,1.9191311597824097,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6196.jpg,1.8951361179351807,0
./dogs-vs-cats-redux-kernels-edition/train\cat.4190.jpg,1.8688286542892456,0
./dogs-vs-cats-redux-kernels-edition/train\cat.10521.jpg,1.8661006689071655,0
./dogs-vs-cats-redux-kernels-edition/train\cat.26.jpg,1.8600906133651733,0
./dogs-vs-cats-redux-kernels-edition/train\cat.10270.jpg,1.8506313562393188,0
./dogs-vs-cats-redux-kernels-edition/train\dog.806.jpg,1.847053050994873,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11823.jpg,1.8399710655212402,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2542.jpg,1.8388707637786865,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5563.jpg,1.8126448392868042,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11149.jpg,1.8083372116088867,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7085.jpg,1.8037339448928833,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6023.jpg,1.7994694709777832,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1742.jpg,1.7775993347167969,0
./dogs-vs-cats-redux-kernels-edition/train\cat.4056.jpg,1.7693357467651367,0
./dogs-vs-cats-redux-kernels-edition/train\dog.4171.jpg,1.7613617181777954,1
./dogs-vs-cats-redux-kernels-edition/train\cat.12227.jpg,1.7508783340454102,0
./dogs-vs-cats-redux-kernels-edition/train\dog.584.jpg,1.7503516674041748,1
./dogs-vs-cats-redux-kernels-edition/train\cat.3646.jpg,1.7468076944351196,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3672.jpg,1.7413623332977295,1
./dogs-vs-cats-redux-kernels-edition/train\cat.10700.jpg,1.7373967170715332,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1551.jpg,1.7284735441207886,0
./dogs-vs-cats-redux-kernels-edition/train\cat.4844.jpg,1.724436640739441,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1088.jpg,1.7174830436706543,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2652.jpg,1.7163829803466797,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7446.jpg,1.697524070739746,0
./dogs-vs-cats-redux-kernels-edition/train\dog.418.jpg,1.6886557340621948,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11395.jpg,1.6863446235656738,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2817.jpg,1.6770002841949463,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9331.jpg,1.6728307008743286,0
./dogs-vs-cats-redux-kernels-edition/train\dog.5019.jpg,1.6711896657943726,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3756.jpg,1.6616756916046143,1
./dogs-vs-cats-redux-kernels-edition/train\cat.5351.jpg,1.6610074043273926,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5928.jpg,1.649078607559204,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10179.jpg,1.6485872268676758,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6284.jpg,1.6419636011123657,0
./dogs-vs-cats-redux-kernels-edition/train\dog.5079.jpg,1.6385726928710938,1
./dogs-vs-cats-redux-kernels-edition/train\dog.751.jpg,1.6117831468582153,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1745.jpg,1.60888671875,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8507.jpg,1.5935949087142944,0
./dogs-vs-cats-redux-kernels-edition/train\dog.6256.jpg,1.5934343338012695,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7599.jpg,1.5792657136917114,0
./dogs-vs-cats-redux-kernels-edition/train\dog.5604.jpg,1.572259545326233,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11356.jpg,1.5682759284973145,1
./dogs-vs-cats-redux-kernels-edition/train\dog.207.jpg,1.5565900802612305,1
./dogs-vs-cats-redux-kernels-edition/train\dog.6582.jpg,1.5548110008239746,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7311.jpg,1.5509452819824219,1
./dogs-vs-cats-redux-kernels-edition/train\cat.5324.jpg,1.5484638214111328,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2391.jpg,1.538757085800171,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9897.jpg,1.5353107452392578,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9657.jpg,1.5263187885284424,1
./dogs-vs-cats-redux-kernels-edition/train\cat.3154.jpg,1.5171452760696411,0
./dogs-vs-cats-redux-kernels-edition/train\cat.11322.jpg,1.5158330202102661,0
./dogs-vs-cats-redux-kernels-edition/train\cat.11457.jpg,1.5022656917572021,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5733.jpg,1.4969033002853394,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7729.jpg,1.4960441589355469,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7592.jpg,1.4894740581512451,1
./dogs-vs-cats-redux-kernels-edition/train\cat.10946.jpg,1.4774224758148193,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9144.jpg,1.470394492149353,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3738.jpg,1.467536211013794,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2775.jpg,1.4613523483276367,1
./dogs-vs-cats-redux-kernels-edition/train\dog.881.jpg,1.4566187858581543,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9473.jpg,1.455910325050354,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3341.jpg,1.440778136253357,1
./dogs-vs-cats-redux-kernels-edition/train\dog.4690.jpg,1.4381455183029175,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9643.jpg,1.4292185306549072,1
./dogs-vs-cats-redux-kernels-edition/train\dog.4388.jpg,1.4264674186706543,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1625.jpg,1.4244842529296875,1
./dogs-vs-cats-redux-kernels-edition/train\cat.5721.jpg,1.4186348915100098,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2877.jpg,1.4157445430755615,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7692.jpg,1.4136393070220947,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1259.jpg,1.408506155014038,1
./dogs-vs-cats-redux-kernels-edition/train\cat.2893.jpg,1.4030681848526,0
./dogs-vs-cats-redux-kernels-edition/train\dog.4786.jpg,1.3953036069869995,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9517.jpg,1.389317512512207,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3996.jpg,1.3887935876846313,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1351.jpg,1.3763281106948853,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9750.jpg,1.3749685287475586,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7291.jpg,1.3692097663879395,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3396.jpg,1.3639588356018066,1
./dogs-vs-cats-redux-kernels-edition/train\dog.787.jpg,1.3608756065368652,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5528.jpg,1.3589022159576416,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11101.jpg,1.3562041521072388,0
./dogs-vs-cats-redux-kernels-edition/train\dog.12061.jpg,1.355987548828125,1
./dogs-vs-cats-redux-kernels-edition/train\dog.6528.jpg,1.354183554649353,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11893.jpg,1.3518234491348267,0
./dogs-vs-cats-redux-kernels-edition/train\cat.8118.jpg,1.3437144756317139,0
./dogs-vs-cats-redux-kernels-edition/train\dog.12223.jpg,1.341705560684204,1
./dogs-vs-cats-redux-kernels-edition/train\dog.8099.jpg,1.340468406677246,1
./dogs-vs-cats-redux-kernels-edition/train\dog.8332.jpg,1.3333239555358887,1
./dogs-vs-cats-redux-kernels-edition/train\dog.6785.jpg,1.3245275020599365,1
./dogs-vs-cats-redux-kernels-edition/train\cat.1161.jpg,1.3222551345825195,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3787.jpg,1.3215152025222778,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7480.jpg,1.321314811706543,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7284.jpg,1.3203153610229492,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2644.jpg,1.3159451484680176,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8138.jpg,1.315895676612854,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7765.jpg,1.3113675117492676,1
./dogs-vs-cats-redux-kernels-edition/train\dog.12331.jpg,1.3084219694137573,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11411.jpg,1.2817703485488892,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7265.jpg,1.2713602781295776,1
./dogs-vs-cats-redux-kernels-edition/train\dog.10225.jpg,1.2659169435501099,1
./dogs-vs-cats-redux-kernels-edition/train\cat.4629.jpg,1.2476284503936768,0
./dogs-vs-cats-redux-kernels-edition/train\dog.5816.jpg,1.2471246719360352,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9456.jpg,1.2447603940963745,1
./dogs-vs-cats-redux-kernels-edition/train\cat.171.jpg,1.2390174865722656,0
./dogs-vs-cats-redux-kernels-edition/train\cat.12203.jpg,1.2345000505447388,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7128.jpg,1.2344367504119873,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1840.jpg,1.2240365743637085,1
./dogs-vs-cats-redux-kernels-edition/train\dog.2295.jpg,1.2237536907196045,1
./dogs-vs-cats-redux-kernels-edition/train\cat.2906.jpg,1.2228529453277588,0
./dogs-vs-cats-redux-kernels-edition/train\cat.10628.jpg,1.2134182453155518,0
./dogs-vs-cats-redux-kernels-edition/train\dog.12082.jpg,1.212908148765564,1
./dogs-vs-cats-redux-kernels-edition/train\cat.4986.jpg,1.2030377388000488,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1507.jpg,1.1957026720046997,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3410.jpg,1.1908173561096191,1
./dogs-vs-cats-redux-kernels-edition/train\cat.1750.jpg,1.186105728149414,0
./dogs-vs-cats-redux-kernels-edition/train\cat.724.jpg,1.185542106628418,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3046.jpg,1.1802334785461426,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2773.jpg,1.177061915397644,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10622.jpg,1.1754968166351318,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9596.jpg,1.1745827198028564,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9340.jpg,1.1723363399505615,1
./dogs-vs-cats-redux-kernels-edition/train\dog.4218.jpg,1.1705976724624634,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3054.jpg,1.162614345550537,1
./dogs-vs-cats-redux-kernels-edition/train\dog.2115.jpg,1.1591143608093262,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11010.jpg,1.1516014337539673,1
./dogs-vs-cats-redux-kernels-edition/train\cat.12272.jpg,1.1491966247558594,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2664.jpg,1.1477253437042236,1
./dogs-vs-cats-redux-kernels-edition/train\cat.12031.jpg,1.1313573122024536,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10324.jpg,1.127204179763794,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8456.jpg,1.1251634359359741,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1575.jpg,1.1149659156799316,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3774.jpg,1.1102023124694824,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9006.jpg,1.109090805053711,0
./dogs-vs-cats-redux-kernels-edition/train\cat.6965.jpg,1.1086167097091675,0
./dogs-vs-cats-redux-kernels-edition/train\cat.587.jpg,1.0990039110183716,0
./dogs-vs-cats-redux-kernels-edition/train\cat.8921.jpg,1.0961676836013794,0
./dogs-vs-cats-redux-kernels-edition/train\dog.8444.jpg,1.09614896774292,1
./dogs-vs-cats-redux-kernels-edition/train\dog.12259.jpg,1.087689757347107,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1481.jpg,1.0802979469299316,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9090.jpg,1.0756101608276367,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9022.jpg,1.072592854499817,1
./dogs-vs-cats-redux-kernels-edition/train\dog.11546.jpg,1.0639865398406982,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3922.jpg,1.0580557584762573,1
./dogs-vs-cats-redux-kernels-edition/train\cat.2564.jpg,1.0536563396453857,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1374.jpg,1.0518639087677002,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6868.jpg,1.0438145399093628,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1674.jpg,1.042898416519165,1
./dogs-vs-cats-redux-kernels-edition/train\dog.4526.jpg,1.0380568504333496,1
./dogs-vs-cats-redux-kernels-edition/train\cat.2629.jpg,1.0356597900390625,0
./dogs-vs-cats-redux-kernels-edition/train\dog.6120.jpg,1.0295805931091309,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7057.jpg,1.0266660451889038,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9324.jpg,1.0203341245651245,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11281.jpg,1.018858551979065,0
./dogs-vs-cats-redux-kernels-edition/train\cat.7738.jpg,1.0158486366271973,0
./dogs-vs-cats-redux-kernels-edition/train\cat.4842.jpg,1.0150580406188965,0
./dogs-vs-cats-redux-kernels-edition/train\cat.1193.jpg,1.0145864486694336,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9524.jpg,1.0116307735443115,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1311.jpg,1.01071035861969,1
./dogs-vs-cats-redux-kernels-edition/train\cat.4429.jpg,1.0100651979446411,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2614.jpg,1.0053225755691528,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1522.jpg,1.0033321380615234,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3035.jpg,1.0001566410064697,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7662.jpg,0.9963575005531311,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6051.jpg,0.9936003684997559,0
./dogs-vs-cats-redux-kernels-edition/train\dog.393.jpg,0.9906834959983826,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9695.jpg,0.9873689413070679,0
./dogs-vs-cats-redux-kernels-edition/train\cat.7171.jpg,0.9867570996284485,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1697.jpg,0.9835750460624695,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3773.jpg,0.9802107810974121,1
./dogs-vs-cats-redux-kernels-edition/train\cat.3555.jpg,0.9768027067184448,0
./dogs-vs-cats-redux-kernels-edition/train\cat.2520.jpg,0.9749918580055237,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5242.jpg,0.9706052541732788,0
./dogs-vs-cats-redux-kernels-edition/train\dog.11505.jpg,0.9673558473587036,1
./dogs-vs-cats-redux-kernels-edition/train\dog.4223.jpg,0.9663372039794922,1
./dogs-vs-cats-redux-kernels-edition/train\dog.8315.jpg,0.9633082747459412,1
./dogs-vs-cats-redux-kernels-edition/train\cat.303.jpg,0.958914577960968,0
./dogs-vs-cats-redux-kernels-edition/train\dog.938.jpg,0.9567951560020447,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5959.jpg,0.9531791806221008,1
./dogs-vs-cats-redux-kernels-edition/train\cat.4762.jpg,0.9521667957305908,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9661.jpg,0.9485334157943726,1
./dogs-vs-cats-redux-kernels-edition/train\cat.10142.jpg,0.9467877745628357,0
./dogs-vs-cats-redux-kernels-edition/train\cat.12218.jpg,0.9428191781044006,0
./dogs-vs-cats-redux-kernels-edition/train\cat.9801.jpg,0.9418976306915283,0
./dogs-vs-cats-redux-kernels-edition/train\dog.4129.jpg,0.9407455325126648,1
./dogs-vs-cats-redux-kernels-edition/train\dog.6910.jpg,0.9384493231773376,1
./dogs-vs-cats-redux-kernels-edition/train\dog.7332.jpg,0.9381614327430725,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11968.jpg,0.9359444379806519,0
./dogs-vs-cats-redux-kernels-edition/train\cat.7432.jpg,0.9315745830535889,0
./dogs-vs-cats-redux-kernels-edition/train\dog.3355.jpg,0.931555986404419,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8068.jpg,0.9311605095863342,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10083.jpg,0.9294241666793823,1
./dogs-vs-cats-redux-kernels-edition/train\cat.738.jpg,0.9292137622833252,0
./dogs-vs-cats-redux-kernels-edition/train\cat.146.jpg,0.9277687072753906,0
./dogs-vs-cats-redux-kernels-edition/train\cat.11125.jpg,0.9277143478393555,0
./dogs-vs-cats-redux-kernels-edition/train\dog.9414.jpg,0.9274019002914429,1
./dogs-vs-cats-redux-kernels-edition/train\dog.8000.jpg,0.9271776676177979,1
./dogs-vs-cats-redux-kernels-edition/train\cat.7323.jpg,0.925320565700531,0
./dogs-vs-cats-redux-kernels-edition/train\dog.11300.jpg,0.9243113994598389,1
./dogs-vs-cats-redux-kernels-edition/train\dog.109.jpg,0.9197463989257812,1
./dogs-vs-cats-redux-kernels-edition/train\cat.1532.jpg,0.9146791696548462,0
./dogs-vs-cats-redux-kernels-edition/train\dog.4071.jpg,0.9115204215049744,1
./dogs-vs-cats-redux-kernels-edition/train\dog.6921.jpg,0.9083420038223267,1
./dogs-vs-cats-redux-kernels-edition/train\cat.4575.jpg,0.9058142900466919,0
./dogs-vs-cats-redux-kernels-edition/train\dog.2793.jpg,0.9036999940872192,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1379.jpg,0.9001196026802063,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9614.jpg,0.90010666847229,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1286.jpg,0.8999404907226562,1
./dogs-vs-cats-redux-kernels-edition/train\dog.5132.jpg,0.8961998820304871,1
./dogs-vs-cats-redux-kernels-edition/train\cat.5297.jpg,0.8957847356796265,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1835.jpg,0.8946928977966309,1
./dogs-vs-cats-redux-kernels-edition/train\dog.1453.jpg,0.8922784328460693,1
./dogs-vs-cats-redux-kernels-edition/train\cat.3892.jpg,0.8914436101913452,0
./dogs-vs-cats-redux-kernels-edition/train\cat.8396.jpg,0.8913407921791077,0
./dogs-vs-cats-redux-kernels-edition/train\cat.3123.jpg,0.8901890516281128,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7993.jpg,0.8856745958328247,1
./dogs-vs-cats-redux-kernels-edition/train\dog.9090.jpg,0.8849144577980042,1
./dogs-vs-cats-redux-kernels-edition/train\dog.10161.jpg,0.8846731781959534,1
./dogs-vs-cats-redux-kernels-edition/train\cat.2556.jpg,0.87953782081604,0
./dogs-vs-cats-redux-kernels-edition/train\cat.8959.jpg,0.8761531710624695,0
./dogs-vs-cats-redux-kernels-edition/train\cat.5997.jpg,0.8721106052398682,0
./dogs-vs-cats-redux-kernels-edition/train\dog.1773.jpg,0.8710881471633911,1
./dogs-vs-cats-redux-kernels-edition/train\cat.11844.jpg,0.8706724047660828,0
./dogs-vs-cats-redux-kernels-edition/train\dog.655.jpg,0.8674464225769043,1
./dogs-vs-cats-redux-kernels-edition/train\cat.9416.jpg,0.8671746253967285,0
./dogs-vs-cats-redux-kernels-edition/train\dog.8307.jpg,0.8668081760406494,1
./dogs-vs-cats-redux-kernels-edition/train\dog.3430.jpg,0.8644666075706482,1
./dogs-vs-cats-redux-kernels-edition/train\cat.8887.jpg,0.8582975268363953,0
./dogs-vs-cats-redux-kernels-edition/train\dog.10871.jpg,0.8581910133361816,1
./dogs-vs-cats-redux-kernels-edition/train\cat.1048.jpg,0.8573235273361206,0
./dogs-vs-cats-redux-kernels-edition/train\dog.4732.jpg,0.8522163033485413,1
./dogs-vs-cats-redux-kernels-edition/train\cat.6402.jpg,0.8503212332725525,0
./dogs-vs-cats-redux-kernels-edition/train\dog.7620.jpg,0.8485427498817444,1
./dogs-vs-cats-redux-kernels-edition/train\cat.10209.jpg,0.845035970211029,0
./dogs-vs-cats-redux-kernels-edition/train\cat.6138.jpg,0.8444189429283142,0
